t,step,sym,C,E,rnorm,purity,S,detg,det_thr,reso_hit_freq,reso_hit_mag,ew_varE,ew_ac1E,ew_dS
1.914894,27,^,0.425117,0.407197,0.828051,0.842834,0.293124,,,,,0.014535,0.999896,-0.001202
1.985816,28,^,0.445333,0.410915,0.829071,0.843679,0.291917,,,,,0.014913,0.999878,-0.001207
2.056738,29,^,0.465733,0.413629,0.830092,0.844526,0.290705,,,,,0.015237,0.999858,-0.001212
2.127660,30,^,0.486268,0.415330,0.831114,0.845375,0.289489,,,,,0.015505,0.999834,-0.001217
2.198582,31,^,0.506887,0.416012,0.832138,0.846227,0.288267,,,,,0.015716,0.999807,-0.001222
2.269504,32,^,0.527540,0.415670,0.833162,0.847080,0.287041,,,,,0.015871,0.999774,-0.001226
2.340426,33,^,0.548176,0.414303,0.834189,0.847935,0.285809,,,,,0.015970,0.999735,-0.001231
2.411348,34,^,0.568744,0.411911,0.835216,0.848793,0.284573,,,,,0.016013,0.999689,-0.001236
2.482270,35,^,0.589194,0.408498,0.836245,0.849652,0.283332,,,,,0.016004,0.999635,-0.001241
2.553191,36,^,0.609474,0.404070,0.837274,0.850514,0.282085,,,,,0.015944,0.999571,-0.001246
2.624113,37,^,0.629534,0.398635,0.838306,0.851378,0.280834,,,,,0.015836,0.999495,-0.001252
2.695035,38,^,0.649324,0.392204,0.839338,0.852244,0.279577,,,,,0.015685,0.999405,-0.001257
2.765957,39,^,0.668796,0.384791,0.840372,0.853112,0.278315,,,,,0.015495,0.999298,-0.001262
2.836879,40,^,0.687899,0.376411,0.841407,0.853983,0.277048,,,,,0.015271,0.999172,-0.001267
2.907801,41,^,0.706586,0.367083,0.842443,0.854855,0.275776,,,,,0.015018,0.999022,-0.001272
2.978723,42,^,0.724810,0.356827,0.843481,0.855730,0.274498,,,,,0.014743,0.998846,-0.001278
3.049645,43,^,0.742524,0.345666,0.844519,0.856606,0.273215,,,,,0.014452,0.998638,-0.001283
3.120567,44,^,0.759685,0.333626,0.845559,0.857485,0.271927,,,,,0.014153,0.998396,-0.001288
3.191489,45,^,0.776248,0.320734,0.846601,0.858366,0.270634,,,,,0.013852,0.998114,-0.001294
3.262411,46,^,0.792171,0.307019,0.847643,0.859250,0.269335,,,,,0.013558,0.997790,-0.001299
3.333333,47,^,0.807413,0.292514,0.848687,0.860135,0.268030,,,,,0.013277,0.997420,-0.001304
3.404255,48,^,0.821935,0.277253,0.849733,0.861023,0.266720,,,,,0.013020,0.997006,-0.001310
3.475177,49,^,0.835700,0.261270,0.850779,0.861913,0.265405,,,,,0.012793,0.996549,-0.001316
3.546099,50,^,0.848670,0.244604,0.851827,0.862805,0.264084,,,,,0.012604,0.996054,-0.001321
3.617021,51,^,0.860814,0.227294,0.852876,0.863699,0.262757,,,,,0.012463,0.995534,-0.001327
3.687943,52,^,0.872098,0.209382,0.853926,0.864595,0.261424,,,,,0.012377,0.995002,-0.001332
3.758865,53,^,0.882493,0.190909,0.854978,0.865494,0.260086,,,,,0.012354,0.994478,-0.001338
3.829787,54,^,0.891971,0.171920,0.856031,0.866395,0.258742,,,,,0.012401,0.993986,-0.001344
3.900709,55,^,0.900506,0.152460,0.857085,0.867298,0.257392,,,,,0.012527,0.993548,-0.001350
3.971631,56,^,0.908075,0.132577,0.858141,0.868203,0.256037,,,,,0.012738,0.993189,-0.001356
4.042553,57,^,0.914656,0.112318,0.859198,0.869110,0.254675,,,,,0.013041,0.992926,-0.001362
4.113475,58,^,0.920232,0.091732,0.860256,0.870020,0.253308,,,,,0.013441,0.992771,-0.001367
4.184397,59,^,0.924786,0.070869,0.861315,0.870932,0.251934,,,,,0.013945,0.992728,-0.001373
4.255319,60,^,0.928305,0.049781,0.862376,0.871846,0.250555,,,,,0.014556,0.992794,-0.001380
4.326241,61,^,0.930776,0.028517,0.863438,0.872763,0.249169,,,,,0.015281,0.992957,-0.001386
4.397163,62,^,0.932192,0.007131,0.864502,0.873682,0.247778,,,,,0.016120,0.993201,-0.001392
4.468085,63,^,0.932546,0.014325,0.865566,0.874603,0.246380,,,,,0.016844,0.993613,-0.001398
4.539007,64,^,0.931835,0.035799,0.866632,0.875526,0.244975,9.053342295916e-09,1.000000000000e-06,,,0.016727,0.993594,-0.001404
4.609929,65,^,0.930058,0.057238,0.867700,0.876451,0.243565,9.325728124337e-09,1.000000000000e-06,,,0.016610,0.993569,-0.001411
4.680851,66,^,0.927216,0.078588,0.868768,0.877379,0.242148,9.768135199447e-09,1.000000000000e-06,,,0.016495,0.993540,-0.001417
4.751773,67,^,0.923314,0.099797,0.869838,0.878309,0.240725,1.037314239704e-08,1.000000000000e-06,,,0.016383,0.993507,-0.001423
4.822695,68,^,0.918360,0.120813,0.870909,0.879242,0.239295,1.112931866175e-08,1.000000000000e-06,,,0.016277,0.993471,-0.001430
4.893617,69,^,0.912362,0.141582,0.871982,0.880176,0.237859,1.202161527189e-08,1.000000000000e-06,,,0.016179,0.993433,-0.001436
4.964539,70,^,0.905333,0.162054,0.873056,0.881113,0.236416,1.303187983438e-08,1.000000000000e-06,,,0.016091,0.993394,-0.001443
5.035461,71,^,0.897288,0.182177,0.874131,0.882053,0.234966,1.413947298774e-08,1.000000000000e-06,,,0.016013,0.993355,-0.001449
5.106383,72,^,0.888244,0.201901,0.875208,0.882994,0.233510,1.532196480309e-08,1.000000000000e-06,,,0.015947,0.993316,-0.001456
5.177305,73,^,0.878220,0.221175,0.876286,0.883938,0.232047,1.655588475470e-08,1.000000000000e-06,,,0.015895,0.993280,-0.001463
5.248227,74,^,0.867240,0.239952,0.877365,0.884885,0.230578,1.781749701135e-08,1.000000000000e-06,,,0.015858,0.993246,-0.001470
5.319149,75,^,0.855327,0.258184,0.878445,0.885833,0.229101,1.908357176847e-08,1.000000000000e-06,,,0.015835,0.993215,-0.001477
5.390071,76,^,0.842510,0.275824,0.879527,0.886784,0.227617,2.033212344867e-08,1.000000000000e-06,,,0.015828,0.993189,-0.001484
5.460993,77,^,0.828816,0.292828,0.880610,0.887737,0.226127,2.154308784739e-08,1.000000000000e-06,,,0.015838,0.993168,-0.001491
5.531915,78,^,0.814279,0.309153,0.881695,0.888693,0.224629,2.269891265296e-08,1.000000000000e-06,,,0.015863,0.993152,-0.001498
5.602837,79,^,0.798931,0.324755,0.882781,0.889651,0.223124,2.378503913936e-08,1.000000000000e-06,,,0.015905,0.993142,-0.001505
5.673759,80,^,0.782808,0.339596,0.883868,0.890611,0.221612,2.479025709278e-08,1.000000000000e-06,,,0.015962,0.993139,-0.001512
5.744681,81,^,0.765949,0.353636,0.884957,0.891574,0.220093,2.570692002613e-08,1.000000000000e-06,,,0.016035,0.993143,-0.001519
5.815603,82,^,0.748392,0.366839,0.886047,0.892539,0.218567,2.653101326840e-08,1.000000000000e-06,,,0.016123,0.993153,-0.001527
5.886525,83,^,0.730181,0.379170,0.887138,0.893507,0.217033,2.726207337302e-08,1.000000000000e-06,,,0.016225,0.993170,-0.001534
5.957447,84,^,0.711357,0.390598,0.888230,0.894477,0.215491,2.790296324126e-08,1.000000000000e-06,,,0.016339,0.993194,-0.001542
6.028369,85,^,0.691965,0.401091,0.889324,0.895449,0.213942,2.845951316876e-08,1.000000000000e-06,,,0.016466,0.993224,-0.001549
6.099291,86,^,0.672053,0.410621,0.890420,0.896423,0.212385,2.894004346272e-08,1.000000000000e-06,,,0.016603,0.993260,-0.001557
6.170213,87,^,0.651667,0.419163,0.891516,0.897401,0.210821,2.935478912536e-08,1.000000000000e-06,,,0.016749,0.993302,-0.001564
6.241135,88,^,0.630858,0.426692,0.892614,0.898380,0.209249,2.971525115852e-08,1.000000000000e-06,,,0.016903,0.993348,-0.001572
6.312057,89,^,0.609675,0.433189,0.893713,0.899362,0.207668,3.003350214536e-08,1.000000000000e-06,,,0.017064,0.993399,-0.001580
6.382979,90,^,0.588169,0.438633,0.894814,0.900346,0.206080,3.032147577755e-08,1.000000000000e-06,,,0.017228,0.993453,-0.001588
6.453901,91,^,0.566393,0.443011,0.895916,0.901333,0.204484,3.059027082884e-08,1.000000000000e-06,,,0.017396,0.993509,-0.001596
6.524823,92,^,0.544399,0.446307,0.897020,0.902322,0.202880,3.084949968530e-08,1.000000000000e-06,,,0.017565,0.993568,-0.001604
6.595745,93,^,0.522242,0.448511,0.898124,0.903314,0.201268,3.110670993283e-08,1.000000000000e-06,,,0.017734,0.993628,-0.001612
6.666667,94,^,0.499976,0.449615,0.899230,0.904308,0.199647,3.136690472615e-08,1.000000000000e-06,,,0.017900,0.993688,-0.001621
6.737589,95,^,0.477654,0.449614,0.900338,0.905304,0.198018,3.163218381955e-08,1.000000000000e-06,,,0.018064,0.993748,-0.001629
6.808511,96,^,0.455333,0.448505,0.901447,0.906303,0.196380,3.190152237208e-08,1.000000000000e-06,,,0.018222,0.993806,-0.001638
6.879433,97,^,0.433067,0.446287,0.902557,0.907304,0.194734,3.217069912792e-08,1.000000000000e-06,,,0.018374,0.993863,-0.001646
6.950355,98,^,0.410911,0.442964,0.903668,0.908308,0.193079,3.243237953016e-08,1.000000000000e-06,,,0.018518,0.993918,-0.001655
7.021277,99,^,0.388920,0.438541,0.904781,0.909315,0.191415,3.267635298761e-08,1.000000000000e-06,,,0.018653,0.993969,-0.001664
7.092199,100,^,0.367148,0.433027,0.905896,0.910324,0.189742,3.288991713036e-08,1.000000000000e-06,,,0.018779,0.994017,-0.001673
7.163121,101,^,0.345650,0.426431,0.907011,0.911335,0.188061,3.305839571349e-08,1.000000000000e-06,,,0.018893,0.994062,-0.001682
7.234043,102,^,0.324480,0.418768,0.908128,0.912349,0.186370,3.316577111011e-08,1.000000000000e-06,,,0.018997,0.994102,-0.001691
7.304965,103,^,0.303690,0.410055,0.909247,0.913365,0.184670,3.319540730608e-08,1.000000000000e-06,,,0.019089,0.994138,-0.001700
7.375887,104,^,0.283333,0.400309,0.910367,0.914384,0.182961,3.313083517925e-08,1.000000000000e-06,,,0.019169,0.994168,-0.001709
7.446809,105,^,0.263459,0.389552,0.911488,0.915405,0.181242,3.295656879002e-08,1.000000000000e-06,,,0.019236,0.994194,-0.001719
7.517730,106,^,0.244120,0.377809,0.912610,0.916429,0.179514,3.265891956241e-08,1.000000000000e-06,,,0.019292,0.994214,-0.001728
7.588652,107,^,0.225363,0.365106,0.913734,0.917455,0.177776,3.222677468357e-08,1.000000000000e-06,,,0.019336,0.994228,-0.001738
7.659574,108,^,0.207237,0.351471,0.914860,0.918484,0.176028,3.165230683235e-08,1.000000000000e-06,,,0.019370,0.994237,-0.001748
7.730496,109,^,0.189789,0.336937,0.915986,0.919516,0.174270,3.093158445020e-08,1.000000000000e-06,,,0.019393,0.994240,-0.001758
7.801418,110,^,0.173061,0.321537,0.917115,0.920550,0.172502,3.006505512290e-08,1.000000000000e-06,,,0.019407,0.994237,-0.001768
7.872340,111,^,0.157098,0.305306,0.918244,0.921586,0.170725,2.905787913261e-08,1.000000000000e-06,,,0.019413,0.994229,-0.001778
7.943262,112,^,0.141941,0.288282,0.919375,0.922625,0.168936,2.792009570330e-08,1.000000000000e-06,,,0.019413,0.994215,-0.001788
8.014184,113,^,0.127629,0.270506,0.920507,0.923667,0.167137,2.666661069528e-08,2.128013549171e-08,,,0.019408,0.994194,-0.001799
8.085106,114,^,0.114200,0.252020,0.921641,0.924711,0.165328,2.531700127018e-08,2.173825915522e-08,,,0.019399,0.994169,-0.001809
8.156028,115,^,0.101688,0.232866,0.922776,0.925758,0.163508,2.389514008740e-08,2.292637331213e-08,,,0.019390,0.994138,-0.001820
8.226950,116,^,0.090128,0.213092,0.923912,0.926807,0.161677,2.242864863243e-08,2.383720416836e-08,,,0.019381,0.994102,-0.001831
8.297872,117,^,0.079549,0.192744,0.925050,0.927859,0.159834,2.094819604146e-08,2.561172432828e-08,,,0.019376,0.994061,-0.001842
8.368794,118,^,0.069980,0.171870,0.926190,0.928913,0.157981,1.948666600593e-08,2.584007988158e-08,,,0.019376,0.994015,-0.001853
8.439716,119,^,0.061447,0.150522,0.927330,0.929971,0.156116,1.807821976614e-08,2.650829180748e-08,,,0.019384,0.993966,-0.001865
8.510638,120,&,0.061447,0.150616,0.927392,0.930028,0.156015,1.679300709618e-08,2.717650373338e-08,,,0.019304,0.994110,-0.000101
8.581560,121,&,0.061447,0.150711,0.927453,0.930085,0.155914,1.558103324166e-08,2.920040663159e-08,,,0.019120,0.994244,-0.000101
8.652482,122,&,0.061447,0.150806,0.927515,0.930142,0.155813,1.443874533280e-08,2.978821386326e-08,,,0.018817,0.994371,-0.000101
8.723404,123,&,0.061447,0.150901,0.927576,0.930199,0.155712,1.336254607174e-08,3.205106650853e-08,,,0.018377,0.994494,-0.000101
8.794326,124,&,0.061447,0.150995,0.927638,0.930256,0.155611,1.234882577068e-08,3.336098992970e-08,,,0.017783,0.994621,-0.000101
8.865248,125,&,0.061447,0.151090,0.927700,0.930314,0.155510,1.139399319411e-08,3.383574192632e-08,,,0.017017,0.994770,-0.000101
8.936170,126,&,0.061447,0.151185,0.927762,0.930371,0.155408,1.049450493096e-08,3.417457449098e-08,,,0.016060,0.994433,-0.000102
9.007092,127,&,0.061447,0.151280,0.927824,0.930428,0.155306,1.052802507368e-08,3.647862755086e-08,,,0.015155,0.994174,-0.000102
9.078014,128,&,0.061447,0.151375,0.927886,0.930486,0.155204,1.042890878797e-08,3.878268061075e-08,,,0.014424,0.993992,-0.000102
9.148936,129,&,0.061447,0.151471,0.927948,0.930544,0.155102,1.033612641569e-08,3.926138807835e-08,,,0.013855,0.993903,-0.000102
9.219858,130,&,0.061447,0.151566,0.928010,0.930601,0.155000,1.024494234740e-08,4.112219314644e-08,,,0.013435,0.993912,-0.000102
9.290780,131,&,0.061447,0.151661,0.928072,0.930659,0.154898,1.015105806833e-08,4.227744408535e-08,,,0.013153,0.994018,-0.000102
9.361702,132,&,0.061447,0.151756,0.928135,0.930717,0.154795,1.005063025210e-08,4.266759767578e-08,,,0.012994,0.994209,-0.000103
9.432624,133,&,0.061447,0.151852,0.928197,0.930775,0.154692,9.940284102334e-09,4.532555182768e-08,,,0.012944,0.994467,-0.000103
9.503546,134,&,0.061447,0.151947,0.928260,0.930833,0.154590,9.817121888912e-09,4.654300646971e-08,,,0.012990,0.994774,-0.000103
9.574468,135,&,0.061447,0.152043,0.928322,0.930891,0.154487,9.678726673728e-09,4.762095593301e-08,,,0.013116,0.995107,-0.000103
9.645390,136,&,0.061447,0.152138,0.928385,0.930949,0.154384,9.523161268165e-09,4.869890539631e-08,,,0.013307,0.995449,-0.000103
9.716312,137,&,0.061447,0.152234,0.928447,0.931007,0.154280,9.348962511907e-09,5.040162257873e-08,,,0.013549,0.995787,-0.000103
9.787234,138,&,0.061447,0.152330,0.928510,0.931066,0.154177,9.155131008837e-09,5.200795843913e-08,,,0.013828,0.996109,-0.000103
9.858156,139,&,0.061447,0.152425,0.928573,0.931124,0.154073,8.941116500520e-09,5.361458778092e-08,,,0.014128,0.996409,-0.000104
9.929078,140,&,0.061447,0.152521,0.928636,0.931182,0.153970,8.706799100694e-09,5.439662136413e-08,,,0.014438,0.996683,-0.000104
10.000000,141,&,0.061447,0.152617,0.928699,0.931241,0.153866,8.452466654737e-09,5.550564053747e-08,,,0.014744,0.996930,-0.000104
10.070922,142,&,0.061447,0.152713,0.928762,0.931299,0.153762,8.178788525887e-09,5.712884145302e-08,,,0.015034,0.997150,-0.000104
10.141844,143,&,0.061447,0.152809,0.928825,0.931358,0.153658,7.886786144779e-09,5.861277976828e-08,,,0.015296,0.997345,-0.000104
10.212766,144,&,0.061447,0.152905,0.928888,0.931417,0.153553,7.577800690066e-09,5.940782786302e-08,,,0.015521,0.997515,-0.000104
10.283688,145,&,0.061447,0.153001,0.928952,0.931476,0.153449,7.253458295427e-09,6.077337445642e-08,,,0.015700,0.997663,-0.000104
10.354610,146,&,0.061447,0.153097,0.929015,0.931535,0.153344,6.915633201649e-09,5.975389230973e-08,,,0.015824,0.997791,-0.000105
10.425532,147,&,0.061447,0.153194,0.929079,0.931593,0.153239,6.566409291611e-09,5.869258527057e-08,,,0.015887,0.997901,-0.000105
10.496454,148,&,0.061447,0.153290,0.929142,0.931652,0.153135,6.208040460593e-09,5.742728476009e-08,,,0.015884,0.997995,-0.000105
10.567376,149,&,0.061447,0.153386,0.929206,0.931712,0.153029,5.842910284261e-09,5.737013370367e-08,,,0.015810,0.998073,-0.000105
10.638298,150,&,0.061447,0.153483,0.929269,0.931771,0.152924,5.473491451881e-09,5.642907656846e-08,,,0.015663,0.998138,-0.000105
10.709220,151,&,0.061447,0.153579,0.929333,0.931830,0.152819,5.102305432588e-09,5.573171135077e-08,,,0.015442,0.998190,-0.000105
10.780142,152,&,0.061447,0.153676,0.929397,0.931889,0.152713,4.731882838077e-09,5.414927082133e-08,,,0.015145,0.998231,-0.000106
10.851064,153,&,0.061447,0.153772,0.929461,0.931949,0.152608,4.364724935674e-09,5.370377994315e-08,,,0.014776,0.998261,-0.000106
10.921986,154,&,0.061447,0.153869,0.929525,0.932008,0.152502,4.003266751703e-09,5.325828906496e-08,,,0.014335,0.998279,-0.000106
10.992908,155,&,0.061447,0.153966,0.929589,0.932068,0.152396,3.649842186376e-09,5.393775278072e-08,,,0.013828,0.998288,-0.000106
11.063830,156,&,0.061447,0.154062,0.929653,0.932127,0.152289,3.306651538294e-09,5.343733170843e-08,,,0.013257,0.998286,-0.000106
11.134752,157,&,0.061447,0.154159,0.929717,0.932187,0.152183,2.975731809342e-09,5.346040764405e-08,,,0.012630,0.998273,-0.000106
11.205674,158,&,0.061447,0.154256,0.929781,0.932247,0.152077,2.658930129498e-09,5.386851038781e-08,,,0.011953,0.998249,-0.000106
11.276596,159,&,0.061447,0.154353,0.929846,0.932307,0.151970,2.357880606165e-09,5.390348549786e-08,,,0.011232,0.998213,-0.000107
11.347518,160,&,0.061447,0.154450,0.929910,0.932367,0.151863,2.073984864462e-09,5.408774970030e-08,,,0.010477,0.998164,-0.000107
11.418440,161,&,0.061447,0.154547,0.929975,0.932427,0.151756,1.808396503792e-09,5.438565087763e-08,,,0.009696,0.998101,-0.000107
11.489362,162,&,0.061447,0.154644,0.930039,0.932487,0.151649,1.562009652432e-09,5.468355205495e-08,,,0.008898,0.998020,-0.000107
11.560284,163,&,0.061447,0.154741,0.930104,0.932547,0.151542,1.335451756204e-09,5.415669540940e-08,,,0.008092,0.997920,-0.000107
11.631206,164,&,0.061447,0.154839,0.930169,0.932607,0.151434,1.129080690032e-09,5.601864540125e-08,,,0.007287,0.997797,-0.000107
11.702128,165,&,0.061447,0.154936,0.930234,0.932667,0.151327,9.429862328019e-10,5.604820712031e-08,,,0.006493,0.997645,-0.000108
11.773050,166,&,0.061447,0.155033,0.930299,0.932728,0.151219,7.769958969141e-10,5.644554689797e-08,,,0.005718,0.997459,-0.000108
11.843972,167,&,0.061447,0.155131,0.930364,0.932788,0.151111,6.306850547753e-10,5.521623985719e-08,,,0.004971,0.997229,-0.000108
11.914894,168,&,0.061447,0.155228,0.930429,0.932849,0.151003,5.033912556845e-10,5.601820548731e-08,,,0.004260,0.996942,-0.000108
11.985816,169,&,0.061447,0.155326,0.930494,0.932909,0.150895,3.942325786828e-10,5.619941213781e-08,,,0.003592,0.996582,-0.000108
12.056738,170,&,0.061447,0.155424,0.930559,0.932970,0.150786,3.021298204002e-10,5.638061878832e-08,,,0.002973,0.996122,-0.000108
12.127660,171,&,0.061447,0.155521,0.930624,0.933031,0.150678,2.258322722787e-10,5.729497277226e-08,,,0.002409,0.995523,-0.000109
12.198582,172,&,0.061447,0.155619,0.930690,0.933092,0.150569,1.639467992122e-10,5.623856976803e-08,,,0.001905,0.994728,-0.000109
12.269504,173,&,0.061447,0.155717,0.930755,0.933152,0.150460,1.149698921007e-10,5.665247915367e-08,,,0.001462,0.993638,-0.000109
12.340426,174,&,0.061447,0.155815,0.930820,0.933213,0.150351,7.732233046856e-11,5.712884145302e-08,,,0.001082,0.992091,-0.000109
12.411348,175,&,0.061447,0.155913,0.930886,0.933274,0.150242,4.938605855184e-11,5.695123498609e-08,,,0.000766,0.989785,-0.000109
12.482270,176,&,0.061447,0.156011,0.930952,0.933336,0.150133,2.954284947321e-11,5.732522308412e-08,,,0.000513,0.986121,-0.000109
12.553191,177,&,0.061447,0.156109,0.931018,0.933397,0.150023,1.621430761691e-11,5.741940461300e-08,,,0.000318,0.979741,-0.000110
12.624113,178,&,0.061447,0.156207,0.931083,0.933458,0.149914,7.902739370877e-12,5.740386005594e-08,,,0.000177,0.966979,-0.000110
12.695035,179,&,0.061447,0.156305,0.931149,0.933519,0.149804,3.232407256345e-12,5.699002107738e-08,,,0.000085,0.934743,-0.000110
12.765957,180,&,0.061447,0.156403,0.931215,0.933581,0.149694,9.906723053019e-13,5.639367230192e-08,,,0.000032,0.812345,-0.000110
12.836879,181,&,0.061447,0.156502,0.931281,0.933642,0.149583,1.685245135767e-13,5.685139524545e-08,,,0.000008,0.409887,-0.000110
12.907801,182,&,0.061447,0.156600,0.931347,0.933704,0.149473,1.382299368858e-18,5.730911818898e-08,,,0.000003,1.000000,-0.000110
12.978723,183,&,0.061447,0.156698,0.931414,0.933766,0.149363,0.000000000000e+00,5.761030076766e-08,,,0.000003,1.000000,-0.000111
13.049645,184,&,0.061447,0.156797,0.931480,0.933827,0.149252,0.000000000000e+00,5.791148334633e-08,,,0.000003,1.000000,-0.000111
13.120567,185,&,0.061447,0.156895,0.931546,0.933889,0.149141,0.000000000000e+00,5.818311669997e-08,,,0.000003,1.000000,-0.000111
13.191489,186,&,0.061447,0.156994,0.931613,0.933951,0.149030,0.000000000000e+00,5.845475005362e-08,,,0.000003,1.000000,-0.000111
13.262411,187,&,0.061447,0.157093,0.931679,0.934013,0.148919,0.000000000000e+00,5.872558350683e-08,,,0.000003,1.000000,-0.000111
13.333333,188,&,0.061447,0.157191,0.931746,0.934075,0.148808,0.000000000000e+00,5.899641696004e-08,,,0.000003,1.000000,-0.000111
13.404255,189,&,0.061447,0.157290,0.931813,0.934137,0.148696,0.000000000000e+00,5.905034078618e-08,,,0.000003,1.000000,-0.000111
13.475177,190,&,0.061447,0.157389,0.931879,0.934200,0.148585,0.000000000000e+00,5.910426461233e-08,,,0.000003,1.000000,-0.000112
13.546099,191,&,0.061447,0.157488,0.931946,0.934262,0.148473,0.000000000000e+00,5.909892004995e-08,,,0.000003,1.000000,-0.000112
13.617021,192,&,0.061447,0.157587,0.932013,0.934324,0.148361,0.000000000000e+00,5.909357548757e-08,,,0.000003,1.000000,-0.000112
13.687943,193,&,0.061447,0.157686,0.932080,0.934387,0.148249,0.000000000000e+00,5.902118468326e-08,,,0.000003,1.000000,-0.000112
13.758865,194,&,0.061447,0.157785,0.932147,0.934449,0.148136,0.000000000000e+00,5.894879387895e-08,,,0.000003,1.000000,-0.000112
13.829787,195,&,0.061447,0.157884,0.932214,0.934512,0.148024,0.000000000000e+00,5.880341184884e-08,,,0.000003,1.000000,-0.000112
13.900709,196,&,0.061447,0.157984,0.932282,0.934575,0.147911,0.000000000000e+00,5.865802981873e-08,,,0.000003,1.000000,-0.000113
13.971631,197,&,0.061447,0.158083,0.932349,0.934637,0.147798,0.000000000000e+00,5.843547389980e-08,,,0.000003,1.000000,-0.000113
14.042553,198,&,0.061447,0.158182,0.932416,0.934700,0.147685,0.000000000000e+00,5.821291798087e-08,,,0.000003,1.000000,-0.000113
14.113475,199,&,0.061447,0.158282,0.932484,0.934763,0.147572,0.000000000000e+00,5.822803702637e-08,,,0.000003,1.000000,-0.000113
14.184397,200,&,0.061447,0.158381,0.932551,0.934826,0.147459,0.000000000000e+00,5.831119083887e-08,,,0.000003,1.000000,-0.000113
14.255319,201,&,0.061447,0.158481,0.932619,0.934889,0.147345,0.000000000000e+00,5.810380489545e-08,,,0.000003,1.000000,-0.000114
14.326241,202,&,0.061447,0.158580,0.932687,0.934952,0.147232,0.000000000000e+00,5.789510894553e-08,,,0.000003,1.000000,-0.000114
14.397163,203,&,0.061447,0.158680,0.932755,0.935016,0.147118,0.000000000000e+00,5.746839835441e-08,,,0.000003,1.000000,-0.000114
14.468085,204,&,0.061447,0.158780,0.932823,0.935079,0.147004,0.000000000000e+00,5.709155717276e-08,,,0.000003,1.000000,-0.000114
14.539007,205,&,0.061447,0.158879,0.932891,0.935142,0.146890,0.000000000000e+00,5.658297190033e-08,,,0.000003,1.000000,-0.000114
14.609929,206,&,0.061447,0.158979,0.932959,0.935206,0.146775,0.000000000000e+00,5.607438662791e-08,,,0.000003,1.000000,-0.000114
14.680851,207,&,0.061447,0.159079,0.933027,0.935269,0.146661,0.000000000000e+00,5.601140867005e-08,,,0.000003,1.000000,-0.000115
